2024-11-25 17:53:57, 34.208275
2024-11-25 17:53:59, 24.71394
2024-11-25 17:54:01, 44.640583
2024-11-25 17:54:03, 14.519602
2024-11-25 17:54:05, 53.22841
2024-11-25 17:54:07, 60.202007
2024-11-25 17:54:09, 92.851326
2024-11-25 17:54:11, 44.125313
2024-11-25 17:54:13, 0.718385
2024-11-25 17:54:15, 80.425934
2024-11-25 17:54:17, 78.41858
2024-11-25 17:54:19, 25.071877
2024-11-25 17:54:21, 69.03053
2024-11-25 17:54:24, 5.150652
2024-11-25 17:54:26, 73.9497
2024-11-25 17:54:28, 99.83182
2024-11-25 17:54:30, 66.72778
2024-11-25 17:54:32, 3.944248
2024-11-25 17:54:34, 64.57065
2024-11-25 17:54:36, 50.9475
2024-11-25 17:54:38, 21.236813
2024-11-25 17:54:40, 68.18419
2024-11-25 17:54:42, 2.8356552
2024-11-25 17:54:44, 73.24822
2024-11-25 17:54:46, 52.24414
2024-11-25 17:54:48, 6.109124
2024-11-25 17:54:50, 90.27882
2024-11-25 17:54:52, 21.873491
2024-11-25 17:54:54, 17.219877
2024-11-25 17:54:56, 95.83758
2024-11-25 17:54:58, 26.244062
2024-11-25 17:55:00, 51.336445
2024-11-25 17:55:02, 76.01879
2024-11-25 17:55:04, 44.5014
2024-11-25 17:55:06, 94.42665
2024-11-25 17:55:08, 10.016084
2024-11-25 17:55:10, 28.431356
2024-11-25 17:55:12, 99.8359
2024-11-25 17:55:14, 8.137793
2024-11-25 17:55:16, 40.78673
2024-11-25 17:55:18, 70.76536
2024-11-25 17:55:20, 1.6390979
2024-11-25 17:55:22, 68.87226
2024-11-25 17:55:24, 92.542885
2024-11-25 17:55:26, 76.76902
2024-11-25 17:55:28, 3.9337695
2024-11-25 17:55:30, 41.836063
2024-11-25 17:55:32, 63.787495
2024-11-25 17:55:34, 99.01046
2024-11-25 17:55:36, 30.471397
2024-11-25 17:55:38, 44.50958
2024-11-25 17:55:40, 61.912304
2024-11-25 17:55:42, 81.56904
2024-11-25 17:55:44, 84.00583
2024-11-25 17:55:46, 28.22532
2024-11-25 17:55:48, 68.06458
2024-11-25 17:55:50, 78.74728
2024-11-25 17:55:52, 27.695639
2024-11-25 17:55:54, 1.5862226
2024-11-25 17:55:56, 84.38159
2024-11-25 17:55:58, 50.466286
2024-11-25 17:56:01, 10.790944
2024-11-25 17:56:03, 62.10878
2024-11-25 17:56:05, 8.761233
2024-11-25 17:56:07, 98.86304
2024-11-25 17:56:09, 62.707947
2024-11-25 17:56:11, 27.828365
